LTKBID,CompoundName,SeverityClass,LabelSection,vDILI-Concern,Comment,compound_name,smiles,molecule_chembl_id,CAS_number,mw,alogp,prodrug,livertox_score,DILI_label,DILI_label_binary,livertox_mechanism_summary,v2_class,primary_label,name_norm,structure_source,resolved_smiles,pubchem_cid,pubchem_inchikey,parse_ok,standardized_smiles,inchikey,scaffold_smiles,fragment_count,largest_fragment_fraction,formal_charge,mol_wt,heavy_atoms,carbon_atoms,metal_atoms,tpsa,clogp,hbd,hba,rot_bonds,ring_count,fraction_csp3,eligible,exclusion_reasons,v1_label_raw,v1_class,dilimap_validation,dilimap_total_cmax_uM,structure_source_round03,structure_source_round03b
LT00985,Glatiramer acetate,3,Adverse reactions,vLess-DILI-concern,Revised,Glatiramer acetate,,CHEMBL1201507,147245-92-9,,,0.0,,,,,less,,glatiramer acetate,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,Ambiguous DILI-concern,ambiguous,False,,,
LT00173,Glimepiride,7,Adverse reactions,vLess-DILI-concern,Unchanged,Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CHEMBL1481,93479-97-1,490.63,3.07,0.0,C,DILI (few cases),,Cholestasis/Biliary (manual annotation),less,,glimepiride,DILImap_metadata,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,,,True,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,WIGIZIANZCJQQY-RUCARUNLSA-N,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)N2CC=CC2=O)cc1,1.0,1.0,0.0,490.6260000000003,34.0,24.0,0.0,124.68,3.0740000000000016,3.0,5.0,7.0,3.0,0.5416666666666666,True,,Less-DILI-Concern,less,False,0.731,,
LT00243,Glipizide,3,Adverse reactions,vLess-DILI-concern,Unchanged,Glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,CHEMBL1073,29094-61-9,445.55,2.08,0.0,C,DILI (few cases),,Hepatitis (manual annotation),less,,glipizide,DILImap_metadata,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,,,True,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,1.0,1.0,0.0,445.54500000000024,31.0,21.0,0.0,130.14999999999998,2.0781199999999993,3.0,6.0,7.0,3.0,0.42857142857142855,True,,Less-DILI-Concern,less,False,1.20193480871312,,
LT00302,Glyburide,3,Adverse reactions,vLess-DILI-concern,Unchanged,Glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL472,,494.01,3.64,0.0,,DILI (few cases),,,less,,glyburide,DILImap_metadata,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,,True,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,1.0,1.0,0.0,494.0130000000003,33.0,23.0,0.0,113.6,3.641700000000003,3.0,5.0,8.0,3.0,0.391304347826087,True,,Less-DILI-Concern,less,False,,,
LT00836,Glycopyrrolate,0,No match,vNo-DILI-concern,Unchanged,Glycopyrrolate,,,596-51-0,,,,E,No DILI,No DILI,,no,0.0,glycopyrrolate,,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],11693.0,VPNYRYCIDCJBOM-UHFFFAOYSA-M,True,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,ANGKOCUUWGHLCE-UHFFFAOYSA-N,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,2.0,0.9583333333333334,1.0,318.43699999999995,23.0,19.0,0.0,46.53,2.4563000000000006,1.0,3.0,4.0,3.0,0.631578947368421,True,,No-DILI-Concern,no,False,0.0007983129989456,,PubChem_name_property
LT01419,Golimumab,8,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Golimumab,,CHEMBL1201833,,,,0.0,E*,No DILI,No DILI,,ambiguous,,golimumab,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,Ambiguous DILI-concern,ambiguous,False,,,
LT03688,Golodirsen,0,No match,vNo-DILI-concern,New,,,,,,,,,,,,no,0.0,golodirsen,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,,other,False,,,
LT00939,Goserelin acetate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Goserelin,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,CHEMBL1201247,,1269.43,,0.0,E,No DILI,No DILI,,ambiguous,,goserelin acetate,DILImap_metadata,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,,,True,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,BLCLNMBMMGCOAS-URPVMXJPSA-N,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,1.0,1.0,0.0,1269.4330000000002,91.0,59.0,0.0,493.3899999999998,-2.8960300000000183,18.0,16.0,31.0,6.0,0.5084745762711864,False,mw_above_1000;heavy_atoms_above_80,Ambiguous DILI-concern,ambiguous,False,,,
LT00557,Granisetron hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,CHEMBL289469,109889-09-0,312.42,2.32,0.0,E,No DILI,No DILI,,ambiguous,,granisetron hydrochloride,DILImap_metadata,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,,,True,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12,1.0,1.0,0.0,312.4170000000001,23.0,18.0,0.0,50.160000000000004,2.3183999999999996,1.0,3.0,2.0,4.0,0.5555555555555556,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00558,Griseofulvin,8,Warnings & precautions,vMost-DILI-concern,Unchanged,Griseofulvin,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CHEMBL562,126-07-8,352.77,2.81,0.0,C,DILI (likely),DILI,"Cholestasis/Biliary, Hypersensitivity",most,1.0,griseofulvin,DILImap_metadata,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,,True,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,O=C1C=CC2(CC1)Oc1ccccc1C2=O,1.0,1.0,0.0,352.7700000000001,24.0,17.0,0.0,71.06,2.8103000000000007,0.0,6.0,3.0,3.0,0.4117647058823529,True,,Most-DILI-Concern,most,False,3.94028903012194,,
LT01100,Guaifenesin,0,No match,vNo-DILI-concern,Unchanged,Guaifenesin,COc1ccccc1OCC(O)CO,CHEMBL980,93-14-1,198.22,0.43,0.0,,No DILI,No DILI,,no,0.0,guaifenesin,DILImap_metadata,COc1ccccc1OCC(O)CO,,,True,COc1ccccc1OCC(O)CO,HSRJKNPTNIJEKV-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,198.21799999999996,14.0,10.0,0.0,58.92,0.4272000000000001,2.0,4.0,5.0,1.0,0.4,True,,No-DILI-Concern,no,False,,,
LT00829,Guanethidine monosulfate,0,No match,vNo-DILI-concern,Unchanged,Guanethidine,N=C(N)NCCN1CCCCCCC1,CHEMBL765,60-02-6,198.31,0.74,0.0,,No DILI,No DILI,,no,0.0,guanethidine monosulfate,DILImap_metadata,N=C(N)NCCN1CCCCCCC1,,,True,N=C(N)NCCN1CCCCCCC1,ACGDKVXYNVEAGU-UHFFFAOYSA-N,C1CCCNCCC1,1.0,1.0,0.0,198.31399999999994,14.0,10.0,0.0,65.14,0.7355699999999996,3.0,2.0,3.0,1.0,0.9,True,,No-DILI-Concern,no,False,,,
LT01422,Guanfacine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,CHEMBL862,29110-48-3,246.1,1.55,0.0,E,No DILI,No DILI,,ambiguous,,guanfacine hydrochloride,DILImap_metadata,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,,,True,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,INJOMKTZOLKMBF-UHFFFAOYSA-N,c1ccccc1,1.0,1.0,0.0,246.097,15.0,9.0,0.0,78.97,1.5455700000000003,3.0,2.0,2.0,1.0,0.1111111111111111,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00708,Guanidine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Guanidine,N=C(N)N,CHEMBL821,50-01-1,59.07,-1.16,0.0,,,,,ambiguous,,guanidine hydrochloride,DILImap_metadata,N=C(N)N,,,True,N=C(N)N,ZRALSGWEFCBTJO-UHFFFAOYSA-N,,1.0,1.0,0.0,59.071999999999996,4.0,1.0,0.0,75.89,-1.1614300000000002,3.0,1.0,0.0,0.0,0.0,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT02427,Haloperidol decanoate,3,Adverse reactions,vLess-DILI-concern,Revised,Haloperidol decanoate,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,CHEMBL1200986,74050-97-8,530.12,8.12,1.0,,,,,less,,haloperidol decanoate,DILImap_metadata,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,,True,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,GUTXTARXLVFHDK-UHFFFAOYSA-N,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,1.0,1.0,0.0,530.1240000000003,37.0,31.0,0.0,46.61,8.11720000000001,0.0,4.0,15.0,3.0,0.5483870967741935,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00405,Haloperidol lactate,5,Adverse reactions,vLess-DILI-concern,Unchanged,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,CHEMBL54,52-86-8,375.87,4.43,0.0,B,DILI (likely),DILI,"CYP, Cholestasis/Biliary, Steatosis, Hypersensitivity",less,,haloperidol lactate,DILImap_metadata,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,,True,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,1.0,1.0,0.0,375.87100000000015,26.0,21.0,0.0,40.540000000000006,4.425600000000004,1.0,3.0,6.0,3.0,0.38095238095238093,True,,Less-DILI-Concern,less,False,,,
LT01426,Heparin sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,Heparin sodium,,CHEMBL1201657,9041-08-01 00:00:00,,,0.0,,,,,less,,heparin sodium,,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na+],92044406.0,JRTRSJGZMRQDHI-UHFFFAOYSA-N,True,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,HTTJABKRGRZYRN-UHFFFAOYSA-N,C1CCC(OC2CCC(OC3CCC(OC4CCCOC4)OC3)OC2)OC1,2.0,0.9859154929577465,0.0,1134.934000000001,70.0,26.0,0.0,610.4900000000001,-10.711900000000018,15.0,30.0,21.0,4.0,0.8846153846153846,False,mw_above_1000,Less-DILI-Concern,less,False,,,PubChem_name_property
LT02382,Hetastarch,0,No match,vNo-DILI-concern,Unchanged,Hetastarch,,CHEMBL2108448,,,,0.0,,No DILI,No DILI,,no,0.0,hetastarch,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT00706,Histamine phosphate,0,No match,vNo-DILI-concern,Unchanged,Histamine diphosphate,,,51-74-1,,,,,No DILI,No DILI,,no,0.0,histamine phosphate,,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,65513.0,ZHIBQGJKHVBLJJ-UHFFFAOYSA-N,True,NCCc1cnc[nH]1,NTYJJOPFIAHURM-UHFFFAOYSA-N,c1c[nH]cn1,3.0,0.4444444444444444,0.0,111.14800000000001,8.0,5.0,0.0,54.7,-0.08910000000000007,2.0,2.0,2.0,1.0,0.4,True,,No-DILI-Concern,no,False,,,PubChem_name_property
LT00426,Histrelin acetate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Histrelin acetate,,,,,,,,,,,ambiguous,,histrelin acetate,,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.CC(=O)O.CC(=O)O,56927879.0,BKEMVGVBBDMHKL-VYFXDUNUSA-N,True,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,HHXHVIJIIXKSOE-QILQGKCVSA-N,O=C(CNC(=O)C(Cc1cn(Cc2ccccc2)cn1)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,3.0,0.9230769230769231,0.0,1323.5280000000005,96.0,66.0,0.0,449.3599999999999,-0.9967000000000052,15.0,15.0,34.0,8.0,0.4393939393939394,False,mw_above_1000;heavy_atoms_above_80,Ambiguous DILI-concern,ambiguous,False,,,PubChem_name_property
LT00725,Hyaluronidase,0,No match,vNo-DILI-concern,Unchanged,Hyaluronidase,,CHEMBL1201636,,,,0.0,,No DILI,No DILI,,no,0.0,hyaluronidase,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT02913,Hyaluronidase recombinant human,0,No match,vNo-DILI-concern,Unchanged,Hyaluronidase recombinant human,,CHEMBL1201718,,,,0.0,,No DILI,No DILI,,no,0.0,hyaluronidase recombinant human,,,,,False,,,,,,,,,,,,,,,,,,False,missing_structure,No-DILI-Concern,no,False,,,
LT00559,Hydralazine hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,Hydralazine,NNc1nncc2ccccc12,CHEMBL276832,7327-87-9,160.18,0.92,0.0,A,DILI (likely),DILI,"Hepatitis, CYP, Cholestasis/Biliary, Fibrosis, Immune-mediated, Hypersensitivity",less,,hydralazine hydrochloride,DILImap_metadata,NNc1nncc2ccccc12,,,True,NNc1nncc2ccccc12,RPTUSVTUFVMDQK-UHFFFAOYSA-N,c1ccc2cnncc2c1,1.0,1.0,0.0,160.17999999999998,12.0,8.0,0.0,63.83,0.9153999999999998,2.0,4.0,1.0,2.0,0.0,True,,Less-DILI-Concern,less,False,,,
LT01433,Hydrochlorothiazide,2,Adverse reactions,vLess-DILI-concern,Unchanged,Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,CHEMBL435,,297.75,-0.35,0.0,C,DILI (few cases),,,less,,hydrochlorothiazide,DILImap_metadata,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,,,True,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N,O=S1(=O)NCNc2ccccc21,1.0,1.0,0.0,297.74500000000006,17.0,7.0,0.0,118.35999999999999,-0.35129999999999967,3.0,5.0,1.0,2.0,0.14285714285714285,True,,Less-DILI-Concern,less,False,,,
LT00188,Hydrocortisone acetate,0,No match,vNo-DILI-concern,Unchanged,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,CHEMBL389621,50-23-7,362.47,1.78,0.0,E,No DILI,No DILI,,no,0.0,hydrocortisone acetate,DILImap_metadata,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,True,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,1.0,1.0,0.0,362.4660000000002,26.0,21.0,0.0,94.83,1.7815999999999996,3.0,5.0,2.0,4.0,0.8095238095238095,True,,No-DILI-Concern,no,False,,,
LT00814,Hydroflumethiazide,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Hydroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,CHEMBL1763,,331.3,0.01,0.0,,,,,ambiguous,,hydroflumethiazide,DILImap_metadata,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,,,True,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,DMDGGSIALPNSEE-UHFFFAOYSA-N,O=S1(=O)NCNc2ccccc21,1.0,1.0,0.0,331.29699999999997,20.0,8.0,0.0,118.35999999999999,0.014100000000000557,3.0,5.0,1.0,2.0,0.25,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00919,Hydromorphone hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Hydromorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,CHEMBL398707,,285.34,1.63,0.0,E,No DILI,No DILI,,ambiguous,,hydromorphone hydrochloride,DILImap_metadata,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,,,True,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,WVLOADHCBXTIJK-YNHQPCIGSA-N,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,1.0,1.0,0.0,285.34299999999996,21.0,17.0,0.0,49.77,1.6302999999999999,1.0,4.0,0.0,5.0,0.5882352941176471,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT01258,Hydroxocobalamin,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,Hydroxocobalamin,,CHEMBL2103737,,1346.38,,0.0,,,,,ambiguous,,hydroxocobalamin,,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH-].[Co+3],44475014.0,YOZNUFWCRFCGIH-WZHZPDAFSA-K,True,C/C1=C2/N[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,XIMXJQOPHNZJDD-MCYQGSFHSA-N,O=C(CCC1CC2NC1=CC1=NC(=CC3=NC(=CC4=NC2CC4)CC3)CC1)NCCO[PH](=O)OC1COC(n2cnc3ccccc32)C1,3.0,0.9782608695652174,0.0,1272.4529999999993,90.0,62.0,0.0,460.0199999999999,3.1632400000000103,11.0,18.0,26.0,8.0,0.6290322580645161,False,mw_above_1000;heavy_atoms_above_80,Ambiguous DILI-concern,ambiguous,False,,,PubChem_name_property
LT02026,Hydroxychloroquine sulfate,7,Adverse reactions,vLess-DILI-concern,Unchanged,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL1535,747-36-4,335.88,3.78,0.0,C,DILI (few cases),,"Hepatitis, Necrosis, CYP, Cholestasis/Biliary, Encephalopathy, idiosyncratic",less,,hydroxychloroquine sulfate,DILImap_metadata,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,True,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,c1ccc2ncccc2c1,1.0,1.0,0.0,335.8790000000001,23.0,18.0,0.0,48.39,3.783000000000002,2.0,4.0,9.0,2.0,0.5,True,,Less-DILI-Concern,less,False,,,
LT00110,Hydroxyprogesterone caproate,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,Hydroxyprogesterone caproate,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL1200848,630-56-8,428.61,5.97,0.0,,,,,ambiguous,,hydroxyprogesterone caproate,DILImap_metadata,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,True,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,1.0,1.0,0.0,428.6130000000003,31.0,27.0,0.0,60.440000000000005,5.969600000000007,0.0,4.0,6.0,4.0,0.8148148148148148,True,,Ambiguous DILI-concern,ambiguous,False,,,
LT00106,Hydroxyurea,8,Warnings & precautions,vMost-DILI-concern,Unchanged,Hydroxyurea,NC(=O)NO,CHEMBL467,127-07-1,76.05,-0.96,0.0,C,DILI (likely),DILI,"Hepatitis, CYP, Fibrosis, Immune-mediated, Hypersensitivity",most,1.0,hydroxyurea,DILImap_metadata,NC(=O)NO,,,True,NC(=O)NO,VSNHCAURESNICA-UHFFFAOYSA-N,,1.0,1.0,0.0,76.05499999999999,5.0,1.0,0.0,75.35000000000001,-0.9561000000000002,3.0,2.0,0.0,0.0,0.0,True,,Most-DILI-Concern,most,False,,,
LT01437,Hydroxyzine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,Hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL896,2192-20-3,374.91,3.06,0.0,E,No DILI,No DILI,,no,0.0,hydroxyzine hydrochloride,DILImap_metadata,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,,True,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,1.0,1.0,0.0,374.91200000000015,26.0,21.0,0.0,35.940000000000005,3.055900000000001,1.0,4.0,8.0,3.0,0.42857142857142855,True,,No-DILI-Concern,no,False,,,
LT01156,Ibandronate sodium,0,No match,vLess-DILI-concern,Revised,Ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL997,138926-19-9,319.23,0.5,0.0,D,No DILI,No DILI,,less,,ibandronate sodium,DILImap_metadata,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,,,True,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,MPBVHIBUJCELCL-UHFFFAOYSA-N,,1.0,1.0,0.0,319.23100000000005,19.0,9.0,0.0,138.53,0.4999999999999996,5.0,4.0,9.0,0.0,1.0,True,,No-DILI-Concern,no,False,,,
